transaction_date,balance
2020-11-22,4052828.1899999995
2020-11-23,4052868.8999999994
2020-11-24,4052894.2199999993
2020-11-25,4052894.2199999993
2020-11-26,4054954.309999999
2020-11-27,4054954.309999999
2020-11-28,4054954.309999999
2020-11-29,4054954.309999999
2020-11-30,4052545.289999999
2020-12-01,4054547.729999999
2020-12-02,4053982.729999999
2020-12-03,4053982.729999999
2020-12-04,4054080.579999999
2020-12-05,4054080.579999999
2020-12-06,4054063.6999999993
2020-12-07,4054436.249999999
2020-12-08,4055007.789999999
2020-12-09,4053321.789999999
2020-12-10,4080721.789999999
2020-12-11,4080843.389999999
2020-12-12,4080913.209999999
2020-12-13,4080833.209999999
2020-12-14,4081363.9499999993
2020-12-15,4077969.3999999994
2020-12-16,4078509.3999999994
2020-12-17,4077353.6399999997
2020-12-18,4077495.8699999996
2020-12-19,4077495.8699999996
2020-12-20,4089809.8699999996
2020-12-21,4092530.3
2020-12-22,4092530.3
2020-12-23,4090986.7199999997
2020-12-24,4092593.71
2020-12-25,4092567.26
2020-12-26,4094067.26
2020-12-27,4094133.7699999996
2020-12-28,4094179.1199999996
2020-12-29,4094830.78
2020-12-30,4094947.5399999996
2020-12-31,4094951.5199999996
2021-01-01,4094778.7399999998
2021-01-02,4094572.82
2021-01-03,4094572.82
2021-01-04,4100161.67
2021-01-05,4100149.01
2021-01-06,4101690.0599999996
2021-01-07,4102564.9299999997
2021-01-08,4101320.4299999997
2021-01-09,4121872.28
2021-01-10,4121963.48
2021-01-11,4124693.69
2021-01-12,4124737.2199999997
2021-01-13,4125227.4699999997
2021-01-14,4125051.7199999997
2021-01-15,4121783.3499999996
2021-01-16,4121985.0599999996
2021-01-17,4121985.0599999996
2021-01-18,4121372.9299999997
2021-01-19,4130678.13
2021-01-20,4131812.19
2021-01-21,4131834.78
2021-01-22,4131864.78
2021-01-23,4131940.52
2021-01-24,4131940.52
2021-01-25,4134434.56
2021-01-26,4134511.06
2021-01-27,4135878.56
2021-01-28,4135928.8000000003
2021-01-29,4132986.2600000002
2021-01-30,4132063.7600000002
2021-01-31,4132333.6900000004
2021-02-01,4126906.1600000006
2021-02-02,4127026.4200000004
2021-02-03,4127035.6300000004
2021-02-04,4127022.97
2021-02-05,4127291.1700000004
2021-02-06,4127340.1600000006
2021-02-07,4126075.6600000006
2021-02-08,4146625.6600000006
